-1
24,11,8,19,18,15,29,9,1
24,10,18,15,29,28,17,9,1
24,2,4,23,11,10,19,8,1
-1
23,11,8,19,18,15,29,9,1
23,10,18,15,29,9,3,17,1
23,11,10,4,7,24,2,9,1
-1
16,19,28,17,29,9,1,3,4
16,29,15,19,10,7,24,2,4
16,22,18,15,19,23,2,11,4
-1
19,3,17,4,2,10,11,8,29
19,18,15,17,28,3,1,9,29
19,13,3,1,18,16,8,9,29
-1
1,9,17,28,19,23,4,11,29
1,3,9,17,28,19,15,8,29
1,16,15,19,23,4,17,9,29
-1
9,19,11,10,2,4,24,23,8
9,1,29,18,16,15,19,23,8
9,17,3,29,1,12,14,18,8
-1
7,2,11,8,19,28,17,29,9
7,24,2,4,23,8,18,15,9
7,15,19,23,10,3,1,29,9
-1
19,4,23,11,10,8,16,18,2
19,16,10,11,23,4,7,24,2
19,28,17,29,9,1,3,13,2
-1
