22,18,1,14,16,28,19,23,15
22,9,29,16,19,23,10,11,15
22,8,16,29,19,23,10,11,15
-1
9,10,19,18,7,24,13,16,20
9,29,10,19,18,7,13,16,20
9,15,10,19,18,7,13,16,20
-1
15,8,9,29,3,4,24,2,28
15,16,29,9,17,3,2,4,28
15,29,1,9,3,17,19,23,28
-1
15,1,16,9,17,28,19,3,29
15,18,16,1,3,2,9,8,29
15,1,12,14,17,19,28,9,29
-1
9,15,1,29,3,19,23,28,17
9,29,28,15,16,19,4,2,17
9,29,19,15,8,28,4,2,17
-1
4,19,9,17,2,13,1,29,3
4,2,24,9,1,12,16,13,3
4,8,9,29,16,17,13,28,3
-1
24,9,17,19,8,15,18,29,1
24,4,2,29,9,17,18,15,1
24,7,8,19,9,29,18,15,1
-1
23,4,9,17,19,8,3,29,1
23,10,9,29,8,16,3,17,1
23,24,9,29,8,16,3,17,1
-1
16,9,23,11,2,17,29,3,4
16,8,23,11,24,9,17,2,4
16,9,1,17,19,23,11,2,4
-1
19,9,15,17,3,8,28,1,29
19,15,16,9,17,1,3,8,29
19,18,14,1,15,3,17,9,29
-1
1,17,19,9,15,14,8,3,29
1,16,9,15,14,3,19,17,29
1,18,9,17,15,8,28,3,29
-1
9,29,1,11,10,2,19,16,8
9,2,11,19,1,15,18,16,8
9,17,15,1,19,11,10,16,8
-1
7,13,17,19,3,29,12,1,9
7,29,4,2,3,17,13,1,9
7,17,13,12,29,8,3,1,9
-1
19,8,23,11,4,24,9,10,2
19,23,24,9,1,28,11,4,2
19,23,10,11,9,17,4,24,2
-1
